,Ident,Etat,EtatExp,DMajEtatExp,Debit,Taux,DebitLisse,TauxLisse,VitesseBRP
545,726,1,0,2017-11-23T16:41:14,20,6,352,5,18.69159
546,727,1,0,2017-11-23T16:41:14,16,5,414,7,18.181818
547,2227,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
548,2228,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
549,2229,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
550,2230,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
551,2231,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
552,2232,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
553,2233,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
554,2234,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
555,2235,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
556,2236,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
557,2237,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
558,2238,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
559,2239,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
560,2240,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
561,2241,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
562,2242,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
563,2243,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
564,2244,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
565,2245,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
566,2246,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
567,2247,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
568,2248,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
569,2249,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
570,2250,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
571,2251,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
572,2252,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
573,2253,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
574,2254,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
575,2255,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
576,2256,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
577,2257,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
578,2258,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
579,2259,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
580,2260,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
581,2261,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
582,2262,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
583,2263,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
584,2264,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
585,2265,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
586,2266,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
587,2267,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
588,2268,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
589,2269,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
590,2270,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
591,2271,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
592,2272,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
593,2273,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
594,2274,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
595,2275,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
596,2276,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
597,2277,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
598,2278,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
599,2279,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
600,2280,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
601,2281,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
602,2282,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
603,2283,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
604,2284,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
605,2285,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
606,2286,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
607,2287,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
608,2288,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
609,2289,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
610,2290,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
611,2291,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
612,2292,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
613,2293,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
614,2294,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
615,2295,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
616,2296,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
617,2297,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
618,2298,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
619,2299,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
620,2300,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
621,2301,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
622,2302,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
623,2303,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
624,2304,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
625,2305,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
626,2306,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
627,2307,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
628,2308,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
629,2309,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
630,2310,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
631,2311,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
632,2312,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
633,2313,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
634,2314,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
635,2315,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
636,2316,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
637,2317,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
638,2318,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
639,2319,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
640,2320,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
641,2321,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
642,2322,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
643,2323,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
644,2324,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
645,2325,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
646,2326,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
647,2327,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
648,2328,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
649,2329,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
650,2330,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
651,2331,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
652,2332,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
653,2333,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
654,2334,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
655,2335,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
656,2336,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
657,2337,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
658,2338,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
659,2339,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
660,2340,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
661,2341,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
662,2342,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
663,2343,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
664,2344,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
665,2345,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
666,2346,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
667,2347,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
668,2348,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
669,2349,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
670,2350,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
671,2351,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
672,2353,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
673,2354,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
674,2355,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
675,2356,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
676,2357,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
677,2358,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
678,2359,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
679,2360,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
680,2361,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
681,2362,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
682,2363,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
683,2364,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
684,2365,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
685,2366,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
686,2367,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
687,2368,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
688,2369,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
689,2370,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
690,2371,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
691,2373,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
692,2376,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
693,2377,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
694,2380,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
695,2381,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
696,2382,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
697,2383,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
698,2384,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
699,2385,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
700,340,1,0,2017-11-23T16:41:14,20,11,156,3,36.036037
701,346,1,0,2017-11-23T16:41:14,19,5,276,5,37.90524
702,347,1,0,2017-11-23T16:41:14,25,11,404,8,37.523453
703,2387,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
704,2389,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
705,1146,2,0,2017-11-23T16:41:14,10,22,322,20,4.1753654
706,1147,1,0,2017-11-23T16:41:14,26,6,418,4,21.469858
707,5000,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
708,5001,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
709,5002,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
710,5003,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
711,5004,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
712,5005,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
713,5006,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
714,5007,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
715,5008,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
716,5009,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
717,5010,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
718,5011,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
719,5012,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
720,5013,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
721,5014,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
722,5015,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
723,5016,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
724,5017,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
725,5019,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
726,5020,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
727,5021,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
728,5022,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
729,5024,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
730,5025,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
731,5026,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
732,5027,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
733,5028,1,0,2017-11-23T16:41:14,35,12,882,12,17.766497
734,5029,1,0,2017-11-23T16:41:14,34,10,576,5,19.263456
735,5030,1,0,2017-11-23T16:41:14,42,5,1098,7,21.026283
736,5031,1,0,2017-11-23T16:41:14,51,7,742,4,19.723484
737,5032,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
738,5033,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
739,5034,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
740,5035,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
741,5036,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
742,5037,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
743,5038,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
744,5039,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
745,5042,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
746,5043,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
747,5044,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
748,5045,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
749,5046,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
750,5047,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
751,5048,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
752,5049,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
753,5050,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
754,5051,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
755,5052,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
756,5053,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
757,5054,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
758,5055,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
759,5056,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
760,5057,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
761,5058,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
762,5059,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
763,5060,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
764,5061,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
765,5062,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
766,5063,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
767,5064,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
768,5065,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
769,5066,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
770,5067,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
771,5068,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
772,5069,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
773,5070,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
774,5071,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
775,5072,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
776,5073,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
777,5074,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
778,5075,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
779,5076,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
780,5077,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
781,5078,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
782,5079,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
783,5080,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
784,5081,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
785,5082,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
786,5083,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
787,5084,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
788,5085,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
789,5086,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
790,5087,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
791,5088,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
792,5089,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
793,5090,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
794,5091,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
795,5092,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
796,5093,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
797,5094,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
798,5095,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
799,5096,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
800,5097,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
801,5098,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
802,5099,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
803,5100,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
804,5101,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
805,5102,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
806,5103,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
807,5104,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
808,5105,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
809,5106,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
810,842,1,0,2017-11-23T16:41:14,35,6,618,4,39.660053
811,5200,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
812,5201,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
813,5202,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
814,5203,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
815,5204,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
816,5205,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
817,4500,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
818,4501,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
819,4502,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
820,4503,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
821,4504,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
822,4505,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
823,4510,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
824,4511,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
825,4512,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
826,4513,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
827,4514,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
828,4515,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
829,4517,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
830,4999,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
831,4998,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
832,5150,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
833,5152,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
834,5151,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
835,5206,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
836,5207,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
837,5208,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
838,5209,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
839,5210,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
840,5211,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
841,356,1,0,2017-11-23T16:41:14,32,9,544,7,19.65602
842,357,1,0,2017-11-23T16:41:14,15,4,402,5,19.736843
843,5300,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
844,5301,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
845,734,1,0,2017-11-23T16:41:14,32,9,642,9,39.119804
846,735,1,0,2017-11-23T16:41:14,46,6,874,5,40.31551
847,2192,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
848,2392,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
849,2393,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
850,2394,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
851,2395,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
852,2396,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
853,2397,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
854,2398,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
855,2399,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
856,2400,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
857,2401,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
858,2402,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
859,2403,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
860,2404,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
861,2405,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
862,2406,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
863,2407,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
864,2408,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
865,2409,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
866,2410,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
867,2411,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
868,2412,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
869,2413,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
870,2414,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
871,2415,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
872,2416,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
873,2417,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
874,2418,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
875,2419,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
876,2420,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
877,2421,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
878,2422,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
879,2423,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
880,2424,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
881,2425,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
882,2426,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
883,2427,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
884,2428,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
885,2429,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
886,2430,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
887,2431,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
888,2432,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
889,2433,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
890,2434,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
891,2435,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
892,2436,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
893,2437,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
894,2438,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
895,2439,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
896,2440,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
897,2441,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
898,2442,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
899,2443,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
